ra,dec,total,valid,freq
50.0,49.0,72.0,26.0,0.3611111111111111
50.0,50.0,109.0,18.0,0.1651376146788991
50.0,51.0,103.0,21.0,0.20388349514563106
50.0,52.0,135.0,17.0,0.1259259259259259
50.0,53.0,133.0,14.0,0.10526315789473684
50.0,54.0,106.0,17.0,0.16037735849056603
50.0,55.0,138.0,25.0,0.18115942028985507
50.0,56.0,127.0,23.0,0.18110236220472442
50.0,57.0,123.0,18.0,0.14634146341463414
50.0,58.0,147.0,19.0,0.1292517006802721
50.0,59.0,157.0,10.0,0.06369426751592357
50.0,60.0,138.0,23.0,0.16666666666666666
50.0,61.0,151.0,16.0,0.10596026490066225
50.0,62.0,96.0,6.0,0.0625
50.0,63.0,159.0,21.0,0.1320754716981132
50.0,64.0,148.0,20.0,0.13513513513513514
50.0,65.0,180.0,20.0,0.1111111111111111
50.0,66.0,136.0,12.0,0.08823529411764706
50.0,67.0,185.0,19.0,0.10270270270270271
50.0,68.0,147.0,26.0,0.17687074829931973
50.0,69.0,148.0,16.0,0.10810810810810811
50.0,70.0,145.0,26.0,0.1793103448275862
50.0,71.0,138.0,30.0,0.21739130434782608
50.0,72.0,162.0,19.0,0.11728395061728394
50.0,73.0,215.0,3.0,0.013953488372093023
50.0,74.0,148.0,13.0,0.08783783783783784
50.0,75.0,184.0,11.0,0.059782608695652176
50.0,76.0,153.0,19.0,0.12418300653594772
50.0,77.0,124.0,19.0,0.1532258064516129
50.0,78.0,142.0,24.0,0.16901408450704225
50.0,79.0,107.0,19.0,0.17757009345794392
50.0,80.0,96.0,28.0,0.2916666666666667
50.0,81.0,81.0,26.0,0.32098765432098764
50.0,82.0,110.0,23.0,0.20909090909090908
50.0,83.0,86.0,23.0,0.26744186046511625
50.0,84.0,101.0,26.0,0.25742574257425743
50.0,85.0,63.0,14.0,0.2222222222222222
50.0,86.0,68.0,16.0,0.23529411764705882
50.0,87.0,74.0,21.0,0.28378378378378377
50.0,88.0,75.0,14.0,0.18666666666666668
50.0,89.0,66.0,26.0,0.3939393939393939
50.0,90.0,47.0,6.0,0.1276595744680851
50.0,91.0,50.0,17.0,0.34
50.0,92.0,58.0,18.0,0.3103448275862069
50.0,93.0,28.0,14.0,0.5
50.0,94.0,41.0,22.0,0.5365853658536586
50.0,95.0,41.0,15.0,0.36585365853658536
50.0,96.0,43.0,17.0,0.3953488372093023
50.0,97.0,26.0,4.0,0.15384615384615385
50.0,98.0,13.0,3.0,0.23076923076923078
50.0,99.0,4.0,0.0,0.0
51.0,0.0,2.0,0.0,0.0
51.0,1.0,1.0,0.0,0.0
51,2,0,0,0
51.0,3.0,1.0,0.0,0.0
51.0,4.0,1.0,0.0,0.0
51.0,5.0,4.0,0.0,0.0
51.0,6.0,1.0,0.0,0.0
51,7,0,0,0
51,8,0,0,0
51.0,9.0,1.0,0.0,0.0
51,10,0,0,0
51,11,0,0,0
51.0,12.0,1.0,0.0,0.0
51.0,13.0,2.0,0.0,0.0
51.0,14.0,2.0,0.0,0.0
51.0,15.0,1.0,0.0,0.0
51.0,16.0,2.0,0.0,0.0
51,17,0,0,0
51.0,18.0,2.0,0.0,0.0
51.0,19.0,3.0,0.0,0.0
51.0,20.0,31.0,5.0,0.16129032258064516
51.0,21.0,63.0,2.0,0.031746031746031744
51.0,22.0,34.0,4.0,0.11764705882352941
51.0,23.0,30.0,5.0,0.16666666666666666
51.0,24.0,23.0,6.0,0.2608695652173913
51.0,25.0,144.0,1.0,0.006944444444444444
51.0,26.0,60.0,4.0,0.06666666666666667
51.0,27.0,6.0,0.0,0.0
51.0,28.0,2.0,0.0,0.0
51.0,29.0,34.0,1.0,0.029411764705882353
51.0,30.0,45.0,0.0,0.0
51.0,31.0,84.0,3.0,0.03571428571428571
51.0,32.0,44.0,5.0,0.11363636363636363
51.0,33.0,56.0,18.0,0.32142857142857145
51.0,34.0,36.0,13.0,0.3611111111111111
51.0,35.0,52.0,14.0,0.2692307692307692
51.0,36.0,68.0,20.0,0.29411764705882354
51.0,37.0,50.0,6.0,0.12
51.0,38.0,62.0,4.0,0.06451612903225806
51.0,39.0,48.0,11.0,0.22916666666666666
51.0,40.0,65.0,13.0,0.2
51.0,41.0,73.0,16.0,0.2191780821917808
51.0,42.0,62.0,10.0,0.16129032258064516
51.0,43.0,72.0,20.0,0.2777777777777778
51.0,44.0,47.0,11.0,0.23404255319148937
51.0,45.0,72.0,13.0,0.18055555555555555
51.0,46.0,55.0,9.0,0.16363636363636364
51.0,47.0,58.0,13.0,0.22413793103448276
51.0,48.0,82.0,19.0,0.23170731707317074
51.0,49.0,72.0,11.0,0.1527777777777778
51.0,50.0,87.0,15.0,0.1724137931034483
51.0,51.0,89.0,17.0,0.19101123595505617
51.0,52.0,119.0,28.0,0.23529411764705882
51.0,53.0,95.0,18.0,0.18947368421052632
51.0,54.0,109.0,17.0,0.1559633027522936
51.0,55.0,106.0,24.0,0.22641509433962265
51.0,56.0,135.0,15.0,0.1111111111111111
51.0,57.0,95.0,17.0,0.17894736842105263
51.0,58.0,155.0,12.0,0.07741935483870968
51.0,59.0,134.0,12.0,0.08955223880597014
51.0,60.0,158.0,15.0,0.0949367088607595
51.0,61.0,138.0,16.0,0.11594202898550725
51.0,62.0,104.0,7.0,0.0673076923076923
51.0,63.0,114.0,14.0,0.12280701754385964
51.0,64.0,131.0,23.0,0.17557251908396945
51.0,65.0,138.0,20.0,0.14492753623188406
51.0,66.0,130.0,17.0,0.13076923076923078
51.0,67.0,142.0,9.0,0.06338028169014084
51.0,68.0,134.0,19.0,0.1417910447761194
51.0,69.0,138.0,20.0,0.14492753623188406
51.0,70.0,161.0,28.0,0.17391304347826086
51.0,71.0,97.0,16.0,0.16494845360824742
51.0,72.0,140.0,15.0,0.10714285714285714
51.0,73.0,217.0,3.0,0.013824884792626729
51.0,74.0,103.0,7.0,0.06796116504854369
51.0,75.0,137.0,17.0,0.12408759124087591
51.0,76.0,147.0,17.0,0.11564625850340136
51.0,77.0,117.0,13.0,0.1111111111111111
51.0,78.0,111.0,18.0,0.16216216216216217
51.0,79.0,122.0,29.0,0.23770491803278687
51.0,80.0,73.0,24.0,0.3287671232876712
51.0,81.0,68.0,23.0,0.3382352941176471
51.0,82.0,103.0,17.0,0.1650485436893204
51.0,83.0,71.0,24.0,0.3380281690140845
51.0,84.0,85.0,18.0,0.21176470588235294
51.0,85.0,72.0,26.0,0.3611111111111111
51.0,86.0,87.0,26.0,0.2988505747126437
51.0,87.0,75.0,20.0,0.26666666666666666
51.0,88.0,78.0,16.0,0.20512820512820512
51.0,89.0,66.0,24.0,0.36363636363636365
51.0,90.0,38.0,9.0,0.23684210526315788
51.0,91.0,53.0,19.0,0.3584905660377358
51.0,92.0,50.0,15.0,0.3
51.0,93.0,37.0,12.0,0.32432432432432434
51.0,94.0,30.0,12.0,0.4
51.0,95.0,18.0,7.0,0.3888888888888889
51.0,96.0,40.0,12.0,0.3
51.0,97.0,33.0,2.0,0.06060606060606061
51.0,98.0,8.0,2.0,0.25
51.0,99.0,1.0,0.0,0.0
52.0,0.0,2.0,0.0,0.0
52,1,0,0,0
52.0,2.0,3.0,0.0,0.0
52.0,3.0,1.0,0.0,0.0
52.0,4.0,1.0,0.0,0.0
52.0,5.0,1.0,0.0,0.0
52.0,6.0,1.0,0.0,0.0
52.0,7.0,2.0,0.0,0.0
52.0,8.0,1.0,0.0,0.0
52.0,9.0,5.0,0.0,0.0
52.0,10.0,2.0,0.0,0.0
52.0,11.0,1.0,0.0,0.0
52.0,12.0,5.0,0.0,0.0
52.0,13.0,1.0,0.0,0.0
52.0,14.0,1.0,0.0,0.0
52.0,15.0,4.0,0.0,0.0
52.0,16.0,2.0,0.0,0.0
52.0,17.0,4.0,0.0,0.0
52.0,18.0,1.0,0.0,0.0
52.0,19.0,2.0,0.0,0.0
52.0,20.0,32.0,3.0,0.09375
52.0,21.0,36.0,2.0,0.05555555555555555
52.0,22.0,38.0,13.0,0.34210526315789475
52.0,23.0,38.0,9.0,0.23684210526315788
52.0,24.0,54.0,5.0,0.09259259259259259
52.0,25.0,174.0,0.0,0.0
52.0,26.0,57.0,4.0,0.07017543859649122
52.0,27.0,2.0,0.0,0.0
52.0,28.0,1.0,0.0,0.0
52.0,29.0,4.0,0.0,0.0
52.0,30.0,30.0,1.0,0.03333333333333333
52.0,31.0,119.0,4.0,0.03361344537815126
52.0,32.0,54.0,12.0,0.2222222222222222
52.0,33.0,41.0,14.0,0.34146341463414637
52.0,34.0,33.0,17.0,0.5151515151515151
52.0,35.0,52.0,8.0,0.15384615384615385
52.0,36.0,51.0,11.0,0.21568627450980393
52.0,37.0,48.0,11.0,0.22916666666666666
52.0,38.0,51.0,10.0,0.19607843137254902
52.0,39.0,44.0,6.0,0.13636363636363635
52.0,40.0,66.0,16.0,0.24242424242424243
52.0,41.0,70.0,12.0,0.17142857142857143
52.0,42.0,60.0,7.0,0.11666666666666667
52.0,43.0,58.0,9.0,0.15517241379310345
52.0,44.0,63.0,11.0,0.1746031746031746
52.0,45.0,76.0,25.0,0.32894736842105265
52.0,46.0,58.0,7.0,0.1206896551724138
52.0,47.0,71.0,9.0,0.1267605633802817
52.0,48.0,81.0,12.0,0.14814814814814814
52.0,49.0,68.0,17.0,0.25
52.0,50.0,94.0,13.0,0.13829787234042554
52.0,51.0,93.0,11.0,0.11827956989247312
52.0,52.0,118.0,18.0,0.15254237288135594
52.0,53.0,132.0,15.0,0.11363636363636363
52.0,54.0,102.0,8.0,0.0784313725490196
52.0,55.0,123.0,30.0,0.24390243902439024
52.0,56.0,143.0,18.0,0.1258741258741259
52.0,57.0,103.0,22.0,0.21359223300970873
52.0,58.0,135.0,16.0,0.11851851851851852
52.0,59.0,144.0,14.0,0.09722222222222222
52.0,60.0,120.0,24.0,0.2
52.0,61.0,142.0,6.0,0.04225352112676056
52.0,62.0,93.0,10.0,0.10752688172043011
52.0,63.0,167.0,18.0,0.10778443113772455
52.0,64.0,187.0,11.0,0.058823529411764705
52.0,65.0,128.0,18.0,0.140625
52.0,66.0,142.0,26.0,0.18309859154929578
52.0,67.0,157.0,18.0,0.11464968152866242
52.0,68.0,165.0,18.0,0.10909090909090909
52.0,69.0,130.0,15.0,0.11538461538461539
52.0,70.0,124.0,19.0,0.1532258064516129
52.0,71.0,124.0,30.0,0.24193548387096775
52.0,72.0,140.0,13.0,0.09285714285714286
52.0,73.0,150.0,6.0,0.04
52.0,74.0,128.0,18.0,0.140625
52.0,75.0,87.0,13.0,0.14942528735632185
52.0,76.0,106.0,18.0,0.16981132075471697
52.0,77.0,127.0,21.0,0.16535433070866143
52.0,78.0,121.0,30.0,0.24793388429752067
52.0,79.0,129.0,23.0,0.17829457364341086
52.0,80.0,98.0,22.0,0.22448979591836735
52.0,81.0,90.0,26.0,0.28888888888888886
52.0,82.0,124.0,23.0,0.18548387096774194
52.0,83.0,85.0,27.0,0.3176470588235294
52.0,84.0,60.0,24.0,0.4
52.0,85.0,66.0,8.0,0.12121212121212122
52.0,86.0,58.0,13.0,0.22413793103448276
52.0,87.0,63.0,5.0,0.07936507936507936
52.0,88.0,75.0,22.0,0.29333333333333333
52.0,89.0,46.0,14.0,0.30434782608695654
52.0,90.0,39.0,16.0,0.41025641025641024
52.0,91.0,59.0,21.0,0.3559322033898305
52.0,92.0,38.0,16.0,0.42105263157894735
52.0,93.0,54.0,20.0,0.37037037037037035
52.0,94.0,41.0,13.0,0.3170731707317073
52.0,95.0,17.0,7.0,0.4117647058823529
52.0,96.0,36.0,15.0,0.4166666666666667
52.0,97.0,28.0,5.0,0.17857142857142858
52.0,98.0,11.0,3.0,0.2727272727272727
52.0,99.0,1.0,0.0,0.0
53.0,0.0,1.0,0.0,0.0
53.0,1.0,1.0,0.0,0.0
53.0,2.0,1.0,0.0,0.0
53.0,3.0,3.0,0.0,0.0
53.0,4.0,1.0,0.0,0.0
53.0,5.0,2.0,0.0,0.0
53.0,6.0,1.0,0.0,0.0
53.0,7.0,1.0,0.0,0.0
53.0,8.0,2.0,0.0,0.0
53,9,0,0,0
53,10,0,0,0
53.0,11.0,2.0,1.0,0.5
53.0,12.0,5.0,0.0,0.0
53.0,13.0,1.0,0.0,0.0
53.0,14.0,1.0,0.0,0.0
53.0,15.0,3.0,0.0,0.0
53.0,16.0,2.0,0.0,0.0
53.0,17.0,1.0,0.0,0.0
53.0,18.0,2.0,0.0,0.0
53.0,19.0,2.0,0.0,0.0
53.0,20.0,33.0,7.0,0.21212121212121213
53.0,21.0,60.0,4.0,0.06666666666666667
53.0,22.0,20.0,6.0,0.3
53.0,23.0,42.0,13.0,0.30952380952380953
53.0,24.0,32.0,10.0,0.3125
53.0,25.0,172.0,2.0,0.011627906976744186
53.0,26.0,58.0,5.0,0.08620689655172414
53.0,27.0,1.0,0.0,0.0
53.0,28.0,2.0,0.0,0.0
53.0,29.0,2.0,0.0,0.0
53.0,30.0,31.0,0.0,0.0
53.0,31.0,124.0,7.0,0.056451612903225805
53.0,32.0,48.0,13.0,0.2708333333333333
53.0,33.0,34.0,16.0,0.47058823529411764
53.0,34.0,50.0,11.0,0.22
53.0,35.0,50.0,19.0,0.38
53.0,36.0,47.0,11.0,0.23404255319148937
53.0,37.0,47.0,13.0,0.2765957446808511
53.0,38.0,87.0,23.0,0.26436781609195403
53.0,39.0,63.0,9.0,0.14285714285714285
53.0,40.0,58.0,15.0,0.25862068965517243
53.0,41.0,77.0,13.0,0.16883116883116883
53.0,42.0,57.0,15.0,0.2631578947368421
53.0,43.0,92.0,28.0,0.30434782608695654
53.0,44.0,57.0,11.0,0.19298245614035087
53.0,45.0,43.0,20.0,0.46511627906976744
53.0,46.0,63.0,15.0,0.23809523809523808
53.0,47.0,88.0,20.0,0.22727272727272727
53.0,48.0,89.0,19.0,0.21348314606741572
53.0,49.0,75.0,15.0,0.2
53.0,50.0,97.0,32.0,0.32989690721649484
53.0,51.0,125.0,22.0,0.176
53.0,52.0,114.0,16.0,0.14035087719298245
53.0,53.0,106.0,19.0,0.1792452830188679
53.0,54.0,111.0,21.0,0.1891891891891892
53.0,55.0,109.0,24.0,0.22018348623853212
53.0,56.0,114.0,22.0,0.19298245614035087
53.0,57.0,144.0,20.0,0.1388888888888889
53.0,58.0,173.0,23.0,0.1329479768786127
53.0,59.0,157.0,22.0,0.14012738853503184
53.0,60.0,143.0,28.0,0.1958041958041958
53.0,61.0,122.0,13.0,0.10655737704918032
53.0,62.0,143.0,22.0,0.15384615384615385
53.0,63.0,148.0,22.0,0.14864864864864866
53.0,64.0,144.0,22.0,0.1527777777777778
53.0,65.0,146.0,15.0,0.10273972602739725
53.0,66.0,153.0,13.0,0.08496732026143791
53.0,67.0,171.0,21.0,0.12280701754385964
53.0,68.0,138.0,16.0,0.11594202898550725
53.0,69.0,163.0,20.0,0.12269938650306748
53.0,70.0,139.0,22.0,0.15827338129496402
53.0,71.0,125.0,23.0,0.184
53.0,72.0,155.0,21.0,0.13548387096774195
53.0,73.0,151.0,6.0,0.039735099337748346
53.0,74.0,116.0,17.0,0.14655172413793102
53.0,75.0,75.0,25.0,0.3333333333333333
53.0,76.0,93.0,19.0,0.20430107526881722
53.0,77.0,120.0,24.0,0.2
53.0,78.0,143.0,23.0,0.16083916083916083
53.0,79.0,117.0,19.0,0.1623931623931624
53.0,80.0,96.0,25.0,0.2604166666666667
53.0,81.0,90.0,32.0,0.35555555555555557
53.0,82.0,59.0,16.0,0.2711864406779661
53.0,83.0,74.0,15.0,0.20270270270270271
53.0,84.0,81.0,14.0,0.1728395061728395
53.0,85.0,55.0,9.0,0.16363636363636364
53.0,86.0,69.0,16.0,0.2318840579710145
53.0,87.0,57.0,14.0,0.24561403508771928
53.0,88.0,66.0,19.0,0.2878787878787879
53.0,89.0,51.0,18.0,0.35294117647058826
53.0,90.0,35.0,13.0,0.37142857142857144
53.0,91.0,39.0,17.0,0.4358974358974359
53.0,92.0,41.0,16.0,0.3902439024390244
53.0,93.0,35.0,16.0,0.45714285714285713
53.0,94.0,41.0,10.0,0.24390243902439024
53.0,95.0,38.0,14.0,0.3684210526315789
53.0,96.0,23.0,7.0,0.30434782608695654
53.0,97.0,38.0,3.0,0.07894736842105263
53.0,98.0,10.0,1.0,0.1
53.0,99.0,1.0,0.0,0.0
54.0,0.0,2.0,0.0,0.0
54.0,1.0,2.0,0.0,0.0
54.0,2.0,2.0,0.0,0.0
54,3,0,0,0
54.0,4.0,1.0,0.0,0.0
54.0,5.0,1.0,0.0,0.0
54,6,0,0,0
54.0,7.0,2.0,0.0,0.0
54.0,8.0,2.0,0.0,0.0
54.0,9.0,1.0,0.0,0.0
54.0,10.0,2.0,0.0,0.0
54.0,11.0,1.0,0.0,0.0
54.0,12.0,6.0,0.0,0.0
54.0,13.0,2.0,0.0,0.0
54.0,14.0,2.0,0.0,0.0
54.0,15.0,3.0,0.0,0.0
54.0,16.0,1.0,1.0,1.0
54.0,17.0,2.0,0.0,0.0
54.0,18.0,1.0,0.0,0.0
54.0,19.0,2.0,0.0,0.0
54.0,20.0,11.0,4.0,0.36363636363636365
54.0,21.0,32.0,5.0,0.15625
54.0,22.0,23.0,8.0,0.34782608695652173
54.0,23.0,23.0,5.0,0.21739130434782608
54.0,24.0,25.0,2.0,0.08
54.0,25.0,169.0,6.0,0.03550295857988166
54.0,26.0,68.0,6.0,0.08823529411764706
54.0,27.0,1.0,0.0,0.0
54.0,28.0,1.0,0.0,0.0
54.0,29.0,4.0,0.0,0.0
54.0,30.0,29.0,1.0,0.034482758620689655
54.0,31.0,141.0,9.0,0.06382978723404255
54.0,32.0,49.0,7.0,0.14285714285714285
54.0,33.0,44.0,13.0,0.29545454545454547
54.0,34.0,48.0,10.0,0.20833333333333334
54.0,35.0,37.0,9.0,0.24324324324324326
54.0,36.0,42.0,10.0,0.23809523809523808
54.0,37.0,34.0,4.0,0.11764705882352941
54.0,38.0,66.0,15.0,0.22727272727272727
54.0,39.0,57.0,12.0,0.21052631578947367
54.0,40.0,76.0,14.0,0.18421052631578946
54.0,41.0,69.0,17.0,0.2463768115942029
54.0,42.0,59.0,12.0,0.2033898305084746
54.0,43.0,48.0,11.0,0.22916666666666666
54.0,44.0,57.0,13.0,0.22807017543859648
54.0,45.0,57.0,16.0,0.2807017543859649
54.0,46.0,81.0,15.0,0.18518518518518517
54.0,47.0,66.0,20.0,0.30303030303030304
54.0,48.0,65.0,19.0,0.2923076923076923
54.0,49.0,81.0,14.0,0.1728395061728395
54.0,50.0,106.0,14.0,0.1320754716981132
54.0,51.0,88.0,18.0,0.20454545454545456
54.0,52.0,100.0,17.0,0.17
54.0,53.0,118.0,12.0,0.1016949152542373
54.0,54.0,116.0,12.0,0.10344827586206896
54.0,55.0,134.0,20.0,0.14925373134328357
54.0,56.0,124.0,20.0,0.16129032258064516
54.0,57.0,123.0,22.0,0.17886178861788618
54.0,58.0,105.0,16.0,0.1523809523809524
54.0,59.0,139.0,18.0,0.12949640287769784
54.0,60.0,147.0,29.0,0.19727891156462585
54.0,61.0,118.0,19.0,0.16101694915254236
54.0,62.0,139.0,18.0,0.12949640287769784
54.0,63.0,141.0,23.0,0.16312056737588654
54.0,64.0,172.0,22.0,0.12790697674418605
54.0,65.0,144.0,16.0,0.1111111111111111
54.0,66.0,116.0,13.0,0.11206896551724138
54.0,67.0,136.0,11.0,0.08088235294117647
54.0,68.0,134.0,10.0,0.07462686567164178
54.0,69.0,120.0,16.0,0.13333333333333333
54.0,70.0,164.0,23.0,0.1402439024390244
54.0,71.0,129.0,19.0,0.14728682170542637
54.0,72.0,122.0,18.0,0.14754098360655737
54.0,73.0,193.0,4.0,0.02072538860103627
54.0,74.0,116.0,17.0,0.14655172413793102
54.0,75.0,97.0,24.0,0.24742268041237114
54.0,76.0,111.0,14.0,0.12612612612612611
54.0,77.0,112.0,15.0,0.13392857142857142
54.0,78.0,115.0,15.0,0.13043478260869565
54.0,79.0,111.0,14.0,0.12612612612612611
54.0,80.0,111.0,16.0,0.14414414414414414
54.0,81.0,78.0,24.0,0.3076923076923077
54.0,82.0,67.0,19.0,0.2835820895522388
54.0,83.0,95.0,16.0,0.16842105263157894
54.0,84.0,79.0,13.0,0.16455696202531644
54.0,85.0,50.0,16.0,0.32
54.0,86.0,63.0,16.0,0.25396825396825395
54.0,87.0,71.0,17.0,0.23943661971830985
54.0,88.0,68.0,15.0,0.22058823529411764
54.0,89.0,65.0,17.0,0.26153846153846155
54.0,90.0,56.0,17.0,0.30357142857142855
54.0,91.0,34.0,12.0,0.35294117647058826
54.0,92.0,40.0,17.0,0.425
54.0,93.0,40.0,14.0,0.35
54.0,94.0,37.0,13.0,0.35135135135135137
54.0,95.0,23.0,14.0,0.6086956521739131
54.0,96.0,37.0,12.0,0.32432432432432434
54.0,97.0,31.0,6.0,0.1935483870967742
54.0,98.0,7.0,1.0,0.14285714285714285
54.0,99.0,3.0,0.0,0.0
55.0,0.0,2.0,0.0,0.0
55.0,1.0,1.0,0.0,0.0
55,2,0,0,0
55,3,0,0,0
55,4,0,0,0
55,5,0,0,0
55.0,6.0,3.0,0.0,0.0
55.0,7.0,2.0,0.0,0.0
55.0,8.0,1.0,0.0,0.0
55.0,9.0,1.0,0.0,0.0
55.0,10.0,4.0,0.0,0.0
55,11,0,0,0
55.0,12.0,5.0,0.0,0.0
55.0,13.0,1.0,0.0,0.0
55,14,0,0,0
55.0,15.0,1.0,0.0,0.0
55,16,0,0,0
55.0,17.0,2.0,0.0,0.0
55,18,0,0,0
55.0,19.0,2.0,0.0,0.0
55.0,20.0,3.0,0.0,0.0
55.0,21.0,42.0,6.0,0.14285714285714285
55.0,22.0,43.0,12.0,0.27906976744186046
55.0,23.0,50.0,15.0,0.3
55.0,24.0,36.0,9.0,0.25
55.0,25.0,152.0,3.0,0.019736842105263157
55.0,26.0,79.0,4.0,0.05063291139240506
55.0,27.0,2.0,1.0,0.5
55.0,28.0,2.0,0.0,0.0
55.0,29.0,4.0,0.0,0.0
55.0,30.0,25.0,0.0,0.0
55.0,31.0,168.0,5.0,0.02976190476190476
55.0,32.0,59.0,10.0,0.1694915254237288
55.0,33.0,53.0,16.0,0.3018867924528302
55.0,34.0,59.0,8.0,0.13559322033898305
55.0,35.0,81.0,21.0,0.25925925925925924
55.0,36.0,57.0,20.0,0.3508771929824561
55.0,37.0,64.0,8.0,0.125
55.0,38.0,57.0,13.0,0.22807017543859648
55.0,39.0,66.0,9.0,0.13636363636363635
55.0,40.0,61.0,9.0,0.14754098360655737
55.0,41.0,60.0,8.0,0.13333333333333333
55.0,42.0,66.0,11.0,0.16666666666666666
55.0,43.0,75.0,17.0,0.22666666666666666
55.0,44.0,82.0,18.0,0.21951219512195122
55.0,45.0,57.0,23.0,0.40350877192982454
55.0,46.0,83.0,11.0,0.13253012048192772
55.0,47.0,87.0,23.0,0.26436781609195403
55.0,48.0,72.0,21.0,0.2916666666666667
55.0,49.0,90.0,17.0,0.18888888888888888
55.0,50.0,93.0,19.0,0.20430107526881722
55.0,51.0,116.0,22.0,0.1896551724137931
55.0,52.0,76.0,16.0,0.21052631578947367
55.0,53.0,127.0,27.0,0.2125984251968504
55.0,54.0,105.0,33.0,0.3142857142857143
55.0,55.0,127.0,28.0,0.2204724409448819
55.0,56.0,104.0,12.0,0.11538461538461539
55.0,57.0,123.0,12.0,0.0975609756097561
55.0,58.0,124.0,17.0,0.13709677419354838
55.0,59.0,118.0,23.0,0.19491525423728814
55.0,60.0,137.0,16.0,0.11678832116788321
55.0,61.0,165.0,26.0,0.15757575757575756
55.0,62.0,172.0,27.0,0.1569767441860465
55.0,63.0,131.0,26.0,0.1984732824427481
55.0,64.0,141.0,22.0,0.15602836879432624
55.0,65.0,154.0,19.0,0.12337662337662338
55.0,66.0,140.0,20.0,0.14285714285714285
55.0,67.0,99.0,12.0,0.12121212121212122
55.0,68.0,177.0,13.0,0.07344632768361582
55.0,69.0,154.0,28.0,0.18181818181818182
55.0,70.0,134.0,20.0,0.14925373134328357
55.0,71.0,157.0,37.0,0.2356687898089172
55.0,72.0,148.0,24.0,0.16216216216216217
55.0,73.0,189.0,3.0,0.015873015873015872
55.0,74.0,115.0,21.0,0.1826086956521739
55.0,75.0,83.0,27.0,0.3253012048192771
55.0,76.0,133.0,20.0,0.15037593984962405
55.0,77.0,108.0,23.0,0.21296296296296297
55.0,78.0,114.0,20.0,0.17543859649122806
55.0,79.0,115.0,22.0,0.19130434782608696
55.0,80.0,108.0,23.0,0.21296296296296297
55.0,81.0,81.0,30.0,0.37037037037037035
55.0,82.0,79.0,18.0,0.22784810126582278
55.0,83.0,92.0,20.0,0.21739130434782608
55.0,84.0,73.0,18.0,0.2465753424657534
55.0,85.0,54.0,19.0,0.35185185185185186
55.0,86.0,84.0,22.0,0.2619047619047619
55.0,87.0,73.0,19.0,0.2602739726027397
55.0,88.0,48.0,24.0,0.5
55.0,89.0,57.0,15.0,0.2631578947368421
55.0,90.0,70.0,21.0,0.3
55.0,91.0,45.0,17.0,0.37777777777777777
55.0,92.0,56.0,22.0,0.39285714285714285
55.0,93.0,41.0,12.0,0.2926829268292683
55.0,94.0,38.0,21.0,0.5526315789473685
55.0,95.0,40.0,26.0,0.65
55.0,96.0,45.0,13.0,0.28888888888888886
55.0,97.0,39.0,7.0,0.1794871794871795
55.0,98.0,13.0,5.0,0.38461538461538464
55.0,99.0,1.0,0.0,0.0
56.0,0.0,1.0,0.0,0.0
56,1,0,0,0
56,2,0,0,0
56.0,3.0,1.0,0.0,0.0
56.0,4.0,1.0,0.0,0.0
56.0,5.0,1.0,0.0,0.0
56.0,6.0,2.0,0.0,0.0
56.0,7.0,1.0,0.0,0.0
56.0,8.0,1.0,0.0,0.0
56,9,0,0,0
56.0,10.0,2.0,0.0,0.0
56,11,0,0,0
56.0,12.0,3.0,0.0,0.0
56.0,13.0,3.0,0.0,0.0
56.0,14.0,1.0,0.0,0.0
56.0,15.0,1.0,0.0,0.0
56.0,16.0,7.0,0.0,0.0
56.0,17.0,2.0,0.0,0.0
56.0,18.0,3.0,0.0,0.0
56.0,19.0,2.0,0.0,0.0
56.0,20.0,5.0,0.0,0.0
56.0,21.0,24.0,4.0,0.16666666666666666
56.0,22.0,51.0,18.0,0.35294117647058826
56.0,23.0,37.0,5.0,0.13513513513513514
56.0,24.0,50.0,7.0,0.14
56.0,25.0,140.0,1.0,0.007142857142857143
56.0,26.0,70.0,6.0,0.08571428571428572
56.0,27.0,4.0,0.0,0.0
56.0,28.0,2.0,0.0,0.0
56.0,29.0,3.0,0.0,0.0
56.0,30.0,22.0,0.0,0.0
56.0,31.0,127.0,0.0,0.0
56.0,32.0,61.0,11.0,0.18032786885245902
56.0,33.0,42.0,5.0,0.11904761904761904
56.0,34.0,62.0,18.0,0.2903225806451613
56.0,35.0,53.0,11.0,0.20754716981132076
56.0,36.0,61.0,12.0,0.19672131147540983
56.0,37.0,68.0,18.0,0.2647058823529412
56.0,38.0,65.0,15.0,0.23076923076923078
56.0,39.0,50.0,7.0,0.14
56.0,40.0,65.0,10.0,0.15384615384615385
56.0,41.0,56.0,14.0,0.25
56.0,42.0,30.0,8.0,0.26666666666666666
56.0,43.0,65.0,9.0,0.13846153846153847
56.0,44.0,53.0,6.0,0.11320754716981132
56.0,45.0,61.0,20.0,0.32786885245901637
56.0,46.0,75.0,15.0,0.2
56.0,47.0,88.0,18.0,0.20454545454545456
56.0,48.0,89.0,14.0,0.15730337078651685
56.0,49.0,97.0,19.0,0.1958762886597938
56.0,50.0,76.0,7.0,0.09210526315789473
56.0,51.0,83.0,18.0,0.21686746987951808
56.0,52.0,113.0,22.0,0.19469026548672566
56.0,53.0,90.0,18.0,0.2
56.0,54.0,108.0,10.0,0.09259259259259259
56.0,55.0,108.0,19.0,0.17592592592592593
